,video,short-term_memorability,nb_short-term_annotations,long-term_memorability,nb_long-term_annotations
520,8156,0.8985995115033318,34,0.8319842554271952,11
521,8157,0.8833959432914573,31,0.794492299351564,13
522,8158,0.8349436609154188,33,0.7837250686285027,10
523,8159,0.8830728701112956,34,0.7641444515362916,11
524,8161,0.8855827564623302,35,0.7712920193315504,12
525,8162,0.8958656348852794,33,0.8221895694209935,10
526,8163,0.8650686636899907,32,0.7849865926774211,22
527,8165,0.8926776490409244,36,0.7917223386717857,10
528,8166,0.8586128241997344,33,0.8092435053090667,11
529,8167,0.8396770531715161,34,0.7709570119247569,10
530,8168,0.8736759219836244,54,0.7809835152701391,16
531,8169,0.8767333366638346,33,0.7995370481972013,12
532,8170,0.8687596394892563,33,0.772781349771235,9
533,8171,0.8970677727121978,33,0.7919979081014559,9
534,8172,0.910704411272951,34,0.8122840249962029,16
535,8174,0.8427596711468381,33,0.7689417339619253,13
536,8175,0.8824285974222534,50,0.7804975222383584,29
537,8178,0.8292092057054263,33,0.7749718194864114,28
538,8179,0.8593602091070516,38,0.776447333691421,14
539,8180,0.8961840637016689,33,0.7789045744132022,14
540,8181,0.8180053821221851,33,0.7454946323883512,10
541,8182,0.7969294142415326,33,0.7647405817142929,11
542,8184,0.8801799295427821,34,0.7890016892290539,9
543,8185,0.8986423463910362,34,0.7783557179996872,10
544,8186,0.8647402182600592,34,0.7901413637643215,10
545,8187,0.8475182955336624,52,0.7638976218910281,10
546,8188,0.8837750515243568,34,0.8033006807251132,13
547,8189,0.8492432938423151,33,0.7475073401863683,9
548,8190,0.8925504600664212,33,0.803813084829011,12
549,8191,0.8273258760184679,45,0.7814263089414542,20
550,8192,0.8490421756043556,32,0.7639579439974866,10
551,8193,0.856954978695775,53,0.7781548717993053,10
552,8194,0.8794895942007636,33,0.8085981065088704,16
553,8195,0.8714430982239165,33,0.7829643071034353,24
554,8196,0.8897815156735549,55,0.7744858437383368,16
555,8197,0.8261673458912338,43,0.7367991509182592,11
556,8198,0.8934915713942446,33,0.791263990544575,9
557,8199,0.8208870041127095,33,0.7611543628257169,11
558,8200,0.8645615114702283,77,0.7881307398464921,18
559,8201,0.8060802801317873,55,0.7717409607910458,13
560,8202,0.8327911284194254,34,0.7694562631229251,14
561,8205,0.8118746829219714,33,0.7614846837296821,11
562,8206,0.8694829000700603,32,0.806646770563497,11
563,8207,0.8583034795244646,32,0.8227368655669889,12
564,8208,0.8547187497888314,37,0.7493930036505312,11
565,8209,0.8645805046177364,34,0.8000480835532027,16
566,8210,0.8580449850147269,34,0.7786698781854502,11
567,8211,0.8476838114124978,34,0.7422182629533609,12
568,8214,0.9233559566041694,32,0.8368244967194928,14
569,8215,0.8573536219127609,33,0.8050165781309517,13
570,8216,0.8197175210827767,34,0.7444324050715307,11
571,8217,0.7610190259101655,33,0.7134121256856948,11
572,8218,0.8664018080538798,33,0.7704875621671982,10
573,8219,0.8977460703715967,43,0.7930146087320527,10
574,8220,0.8934623388762792,33,0.7984559850949186,14
575,8221,0.8767522494653974,52,0.7709785639807085,11
576,8222,0.8736845812137775,34,0.7967160930120462,12
577,8224,0.8614139890996937,34,0.7562100401519785,11
578,8225,0.8611630687328142,33,0.7939692183409044,13
579,8226,0.9020102854667872,32,0.8145488833316776,13
580,8227,0.8194137096211226,33,0.7620603122026701,10
581,8228,0.8868534414562942,35,0.8088022127479675,14
582,8229,0.8799932282399956,34,0.8098737046218589,14
583,8230,0.829305213111329,33,0.7599252882760836,14
584,8231,0.8386874464767053,34,0.7922258701107403,11
585,8233,0.8759056770899196,34,0.7887619046591514,11
586,8234,0.8511842934994869,31,0.7867756159347536,10
587,8235,0.8580434524169542,32,0.7785825428409794,11
588,8236,0.7799287289111159,35,0.7197342601463996,15
589,8238,0.8607724032922102,33,0.7795078800062225,12
590,8239,0.9212009393047558,32,0.8121250701053814,13
591,8240,0.8448831301244664,43,0.75774933601545,11
592,8241,0.8158353905248619,50,0.7532106094205709,19
593,8243,0.8311799087345515,34,0.755585422198149,13
594,8245,0.8290193577184664,34,0.7697221070811462,11
595,8246,0.8552087603583165,34,0.7446504381848784,9
596,8247,0.8915349463066067,31,0.8196035482389112,10
597,8249,0.8028936831789673,33,0.7469084814490106,11
598,8251,0.8918047610099129,34,0.7889299170797816,9
599,8252,0.8441899114303928,35,0.7944066217572339,11
600,8253,0.87413891192348,45,0.7948847736563296,12
601,8254,0.8916034277959818,33,0.800149836588543,9
602,8256,0.7714686979945318,33,0.7277637845479181,13
603,8259,0.8395205359243563,34,0.7795202455800846,9
604,8260,0.8452358591687419,33,0.7564541764819765,9
605,8261,0.8806679761506845,33,0.7681213375011204,12
606,8263,0.8801591226962507,33,0.8091873396370226,14
607,8265,0.8012158473049176,33,0.7175936782261124,11
608,8266,0.8827926641494046,31,0.7918130484513721,13
609,8267,0.8893103207580049,34,0.7836413088783781,14
610,8268,0.887615362819128,34,0.7997520515917964,9
611,8269,0.8808469316929689,42,0.8109241750000015,13
612,8271,0.8783429680536954,34,0.7541486538218037,10
613,8272,0.8421937759517981,37,0.7822394374596908,13
614,8274,0.8706197854357025,34,0.7778274531961475,13
615,8275,0.8322135516883369,30,0.783043160854356,12
616,8276,0.8408167206138206,33,0.7458341627150843,17
617,8277,0.8482528755997538,33,0.7662923737723827,15
618,8279,0.8370343987705133,33,0.7222826635642732,13
619,8280,0.9017152717200188,33,0.7906233562316682,11
620,8282,0.8884175009841835,48,0.8287222719829102,16
621,8283,0.8453557104026623,33,0.7422116940075529,10
622,8284,0.8838255525804961,34,0.7870039262502191,12
623,8286,0.8817665966120227,33,0.7769914258844888,10
624,8287,0.8321853151543097,42,0.7212764944544495,10
625,8288,0.8735277409904887,32,0.799360469748235,18
626,8289,0.8899590059353419,33,0.8315517972619757,13
627,8290,0.8146488285497515,49,0.7322556983678679,12
628,8291,0.9009422671756526,34,0.767846625529367,11
629,8292,0.844208152080824,34,0.7742645242404509,10
630,8293,0.916582734840095,33,0.8140740098675294,13
631,8294,0.9007684994843438,34,0.8081229430971595,18
632,8295,0.8843071069876719,31,0.7920953011983994,17
633,8296,0.8870118144825243,34,0.8032077441387915,12
634,8297,0.8378784639381462,32,0.7612241249211452,13
635,8299,0.8201502880111592,33,0.7360279942178481,14
636,8300,0.8471267332854423,33,0.7836398634865651,13
637,8301,0.8063843426016593,39,0.736604394903678,10
638,8303,0.8984004576547459,33,0.8227773237777403,12
639,8304,0.8567498352075364,33,0.7609810646092068,13
640,8305,0.8799011252269974,32,0.7918022677274208,14
641,8306,0.8846405131843442,35,0.7794741030733339,10
642,8308,0.876313137186362,33,0.807648811065999,16
643,8309,0.8759946313506635,33,0.8195984288213489,10
644,8310,0.8717406230780972,33,0.7821504464971144,12
645,8311,0.7459273509654203,32,0.6992939639534757,10
646,8313,0.8978337002871639,33,0.8151486226393586,10
647,8314,0.8841500382236378,33,0.7802861430438848,21
648,8316,0.7004944739782456,42,0.7180230799263334,11
649,8317,0.8432535432966586,40,0.7708710938649984,13
650,8318,0.8091971366110806,32,0.7415436425399451,17
651,8319,0.7745833163386568,33,0.725813673775378,10
652,8322,0.864923088305569,38,0.7854916773151859,14
653,8323,0.8872669861554585,60,0.8020469612532826,25
654,8324,0.8989537589731015,32,0.8384615006498772,19
655,8325,0.9013734118423689,33,0.7925110236912647,9
656,8326,0.9171942446486886,34,0.8169914419297983,9
657,8327,0.8163560955202787,33,0.7162315397371172,11
658,8328,0.8836379590167294,34,0.7938181633127195,11
659,8329,0.8359490089470178,34,0.7445666913031932,23
660,8330,0.7946811093775527,32,0.7411708793783109,12
661,8331,0.8937067021509713,34,0.7895986741149552,16
662,8333,0.8475799649304523,34,0.7665944080936253,10
663,8334,0.8654219974610751,33,0.8084315123613401,12
664,8335,0.9037853472962782,33,0.7976482504046993,11
665,8336,0.8309437867760197,33,0.7858591557198571,10
666,8337,0.8663034728527451,34,0.7904864534047604,10
667,8338,0.8947060496819915,33,0.784039112224048,10
668,8339,0.848900652798498,34,0.7723456410125846,11
669,8341,0.8667526576471126,33,0.7603561277180461,11
670,8344,0.888732786564887,31,0.8345050352936407,12
671,8345,0.8816007863319902,33,0.7651190668774919,11
672,8346,0.8246906869218307,34,0.7727425811164321,12
673,8347,0.9032870503871441,34,0.80097473691104,9
674,8348,0.8435375496038688,37,0.7780980426681104,14
675,8349,0.9165595440974124,33,0.8098054507480437,10
676,8350,0.8542052313986337,41,0.7789989845658749,14
677,8351,0.8687964036328732,33,0.785834350496914,13
678,8352,0.8588919764612203,33,0.7629195919480227,13
679,8353,0.855445595593652,46,0.7936134898687419,12
680,8354,0.7843768072450829,34,0.7657182646649596,10
681,8355,0.8816451027198109,34,0.7982676802197664,11
682,8356,0.8312676045816416,31,0.7783086093849978,10
683,8357,0.8992557607452795,33,0.8181596009813431,12
684,8358,0.8949308024865926,31,0.8135689413836229,11
685,8359,0.8300784987716452,33,0.7525925212931082,11
686,8360,0.7923901428414633,34,0.7539634677333156,12
687,8361,0.8182691659731958,32,0.7423074917636077,16
688,8363,0.8723837366053687,33,0.7813474104786858,11
689,8364,0.899031428844142,35,0.8092017576435522,16
690,8365,0.8327354242415391,34,0.7575606717327665,14
691,8366,0.8827882078040996,34,0.7836582682341762,12
692,8367,0.8544963015782276,33,0.7735122070436068,11
693,8368,0.8524370793776297,51,0.795061580649278,13
694,8369,0.8375352769458306,32,0.7746757249568824,11
695,8371,0.8723145656250422,33,0.806559422732629,15
696,8374,0.8578723256959143,34,0.7868415043147213,16
697,8375,0.748782580703357,43,0.6987791638792646,10
698,8377,0.8950057489730479,33,0.8055851415917236,14
699,8378,0.8677089958748854,33,0.7818995144772474,16
700,8379,0.8220308142295185,39,0.7616277540279228,11
701,8380,0.8073861661513975,33,0.7406882583210829,11
702,8381,0.7922465162661693,33,0.7814499001782147,9
703,8382,0.8537309072068875,33,0.7673495692358233,12
704,8383,0.8581829423249202,33,0.7673887882125385,10
705,8384,0.8967867686321924,32,0.7895125870510925,10
706,8385,0.8521451907839146,33,0.7730360710416637,10
707,8386,0.8343817086987799,36,0.7355181985566279,10
708,8387,0.9183048535062388,34,0.8391170110806997,12
709,8389,0.8525702059931339,31,0.7905668949683036,11
710,8390,0.9052183510229906,33,0.8177581399731051,28
711,8394,0.8221030427167173,34,0.7683531057382014,19
712,8395,0.89133559676806,45,0.792323153500688,22
713,8396,0.8367192681199839,31,0.7769483571917932,9
714,8397,0.8721053618119396,45,0.7591654662983852,10
715,8398,0.8616693488852223,52,0.7832559903225284,10
716,8399,0.8416069533401347,37,0.775996835404708,11
717,8400,0.8572493218595839,34,0.7748678358756227,10
718,8401,0.8593108038998631,33,0.7690082468220005,11
719,8402,0.7829622336115516,33,0.7384403033543068,15
720,8403,0.8666521202603898,33,0.773396484405661,13
721,8405,0.8335883378910086,34,0.7303806591878388,11
722,8406,0.8483392324205926,46,0.7698614105752074,10
723,8407,0.9162806605162805,33,0.8234992888214363,10
724,8409,0.8653536497084158,49,0.7729778173943216,13
725,8410,0.8741759320691247,43,0.8178150624345534,11
726,8414,0.8771995110780605,33,0.7879080538799754,13
727,8415,0.8818088369049748,31,0.7810080036936737,9
728,8420,0.8529916860745064,32,0.7750978377090945,10
729,8421,0.8322773197654953,33,0.7743600122014636,12
730,8422,0.8296355812498406,39,0.7579255225639139,11
731,8423,0.8328577799742843,34,0.7473496171106451,12
732,8425,0.9152991102039827,34,0.7983234841364979,10
733,8426,0.7959482140259506,32,0.7579019190870413,11
734,8427,0.894955714749444,33,0.7753640512309705,19
735,8428,0.8577178486394303,34,0.7551245337260679,17
736,8429,0.8382049525471473,33,0.7736497766516661,14
737,8430,0.8434421812349587,32,0.7823159908692929,13
738,8433,0.8044923283022521,33,0.7203162385061663,11
739,8434,0.8227277766310468,33,0.7488209516457027,9
740,8435,0.8456238817831813,33,0.7748371683685467,12
741,8436,0.9010084734417285,91,0.8125361940929304,21
742,8437,0.7836042097334637,47,0.7343971359618,20
743,8438,0.8735316808926805,32,0.7772370581439634,11
744,8439,0.7863772259343129,34,0.7443969237686823,10
745,8441,0.8647971732625075,34,0.7830344833921027,13
746,8442,0.8366032431845485,35,0.7769383084048603,18
747,8443,0.8614842791124935,34,0.7849056746342273,12
748,8444,0.8584835382121115,34,0.7786668142208265,10
749,8446,0.825404622456997,36,0.7658843939311504,11
750,8447,0.8989859354859692,33,0.7862894391769639,11
751,8448,0.8612638702191578,34,0.7939510480583416,14
752,8449,0.8866941727212526,33,0.816574926878638,10
753,8451,0.8925202910305432,51,0.8078294415134888,11
754,8452,0.8287348664568976,32,0.7604646146893136,10
755,8453,0.8817012655216176,34,0.800799509907105,11
756,8454,0.9180417679100652,33,0.824567260811162,13
757,8455,0.8573531150407083,32,0.7881867980986613,11
758,8456,0.8559215267450057,32,0.7594642183397016,14
759,8458,0.855461898173131,33,0.7613352261546946,9
760,8459,0.9018512821917997,34,0.8121241779428435,9
761,8461,0.8630043316814636,32,0.7813988321313523,11
762,8464,0.8906522674268165,34,0.7954138547565865,10
763,8465,0.8295512951488115,33,0.7685780317715512,11
764,8466,0.8498411044006637,34,0.7842608047721495,10
765,8468,0.8315287133779284,34,0.7557527310713071,11
766,8470,0.8647289683498424,34,0.784592377899753,16
767,8471,0.8492490360472518,33,0.7885492062846968,12
768,8472,0.8221731576764868,33,0.7706789349044575,10
769,8473,0.8507953661727152,33,0.7513129073236445,13
770,8474,0.867911645811831,33,0.8099784246360539,14
771,8475,0.8609835478731865,34,0.7784406346760018,10
772,8476,0.8516409948515649,33,0.7772036209266406,10
773,8477,0.8940576105040737,34,0.8009449554791481,11
774,8478,0.8888456754397737,71,0.7902423870177417,22
775,8479,0.8590476071810647,35,0.7690222356099741,12
776,8480,0.7932593517448234,40,0.7128256708716993,10
777,8481,0.8374305601634524,34,0.7674927240408289,20
778,8482,0.8481724866978924,33,0.7772380890463155,27
779,8485,0.8686881813211158,51,0.7697314439492915,11
780,8487,0.8156686262095281,83,0.7467563452383952,22
781,8488,0.8799793011363615,47,0.7839835103238204,18
782,8489,0.8630773047742503,34,0.7694785339357786,12
783,8491,0.7847110443944632,34,0.7344201057529147,11
784,8492,0.8911649331242723,33,0.8331275225746158,11
785,8493,0.8751278243808813,33,0.7898801965990996,15
786,8494,0.8913136169740188,33,0.8136873467598429,12
787,8495,0.899107875049143,34,0.7872216332624806,14
788,8496,0.796942995038909,33,0.7470056691067046,9
789,8497,0.8419217365035954,34,0.7561868306523787,23
790,8498,0.8903529280298683,32,0.7931554654280913,15
791,8499,0.842883605776071,32,0.7747717459222305,12
792,8500,0.8040761409948872,34,0.7357936793166668,11
793,8503,0.8655126970751361,49,0.7522036635765341,18
794,8504,0.8716871289132526,32,0.7848343268675051,14
795,8505,0.8811724672733879,34,0.7827282389884216,12
796,8506,0.890665199711244,35,0.8010712817901995,12
797,8507,0.8912238781996938,34,0.8090267282329899,10
798,8508,0.8464560607308291,34,0.7892234348541594,14
799,8509,0.8170838152167352,31,0.7496687207422298,15
800,8510,0.8365065993845429,33,0.7690216340692724,14
801,8512,0.8422961902300018,34,0.7618244228310712,13
802,8513,0.838694908533629,33,0.7808766091539453,13
803,8514,0.8540816699711741,32,0.8115941770353559,10
804,8515,0.8449639197567707,33,0.7566721298879531,13
805,8516,0.9128208239396101,32,0.823031455108829,13
806,8517,0.8561613736219182,50,0.78749654583041,10
807,8518,0.8632950029777632,32,0.7652331934728858,10
808,8520,0.7863494020299813,33,0.7551190935155583,14
809,8521,0.8858597073698811,33,0.8116089571808336,17
810,8522,0.8819416832282054,33,0.7877264060069686,11
811,8525,0.8612303244308097,33,0.7648223397315181,15
812,8526,0.8343319465104815,32,0.791073583276377,11
813,8529,0.8027849668474328,37,0.7669361657929936,9
814,8530,0.9201678302099947,33,0.8067011785678847,20
815,8531,0.8436411035886302,32,0.8019531006018166,19
816,8532,0.8614397930621753,32,0.7907156714294239,11
817,8535,0.8787958977257027,36,0.8077404620118289,12
818,8538,0.8265450326986095,33,0.7941587485760102,14
819,8542,0.8367486785237509,55,0.7529493079396132,12
820,8543,0.8688737623812275,32,0.7743091125028321,20
821,8544,0.840355062548471,34,0.7490019139372058,10
822,8545,0.8181721018889285,33,0.7474048633976846,10
823,8546,0.8481359050111752,34,0.7652472310491842,9
824,8547,0.7992131003533569,33,0.7260027269678677,10
825,8549,0.8183774464435811,33,0.7599719194482353,11
826,8550,0.840553322546781,32,0.7705998920096335,12
827,8551,0.8465470771073313,34,0.7741963392071378,13
828,8552,0.837779296362315,33,0.7730186699287368,11
829,8553,0.8684936605056339,34,0.7829098929024494,10
830,8554,0.8318363125996334,34,0.7487009058540786,11
831,8556,0.8782119925253111,35,0.8193257105584184,10
832,8557,0.8900486211347911,34,0.8024924252366523,13
833,8558,0.8869707024164449,33,0.8049395653553066,10
834,8560,0.8760561036889847,32,0.7923016149133826,11
835,8561,0.9140446660647683,55,0.7990308541898068,14
836,8562,0.9064589818329463,33,0.789284070917373,12
837,8563,0.8240285610989253,33,0.7485624876848429,12
838,8565,0.8771595545667101,33,0.7733216778548404,12
839,8566,0.8484251839574602,50,0.7835618163684688,19
840,8568,0.8672978187413338,34,0.7798203861099245,12
841,8572,0.8004591482877081,32,0.7545540370873571,16
842,8573,0.8297882478872376,32,0.7357503802674303,10
843,8575,0.8641760523522793,33,0.7699281025484312,9
844,8576,0.8945722746043077,49,0.805042294546906,12
845,8577,0.8917887247261828,34,0.8165621477182863,9
846,8578,0.8785380428991092,31,0.8113476595261991,14
847,8579,0.8079746928982696,33,0.7234968762155192,14
848,8580,0.8536233277407835,33,0.7910319815119031,11
849,8581,0.8364338346839433,35,0.7830065620739124,10
850,8582,0.9218670480050625,33,0.8105420740372926,10
851,8583,0.8918878993241464,34,0.7682494796635289,11
852,8584,0.8178223885118383,33,0.7598632723271919,10
853,8585,0.816740258673988,34,0.7432769946970691,12
854,8586,0.883793156450419,33,0.8059969221833558,12
855,8587,0.8608769033591922,33,0.7858896760088324,15
856,8588,0.8055956066636344,34,0.7485384789492641,10
857,8590,0.8852295602869618,33,0.7994889014448494,11
858,8591,0.8971793462108523,33,0.8140182706118881,11
859,8592,0.844168659892616,34,0.7765127133344338,15
860,8593,0.8462101867540965,32,0.8021479637804934,10
861,8594,0.8748432123937868,34,0.8055520256273923,14
862,8595,0.8205856247317178,33,0.7546339294017084,12
863,8596,0.8682119366120704,88,0.8018011033206631,39
864,8597,0.8885168708675861,32,0.8116458940607574,12
865,8598,0.8379151384701409,37,0.7473959705104507,10
866,8600,0.9279666504930196,41,0.835843513387263,15
867,8601,0.8774875954190177,57,0.7842338474818062,10
868,8602,0.8964127418030186,37,0.8049563617086806,10
869,8603,0.8232243543592075,43,0.7669961144125101,11
870,8604,0.8330467458655115,31,0.7566491698178369,10
871,8605,0.8748888509739353,35,0.7981797055828292,11
872,8606,0.8844428144729037,43,0.7862897405001275,15
873,8607,0.9070468369189781,32,0.8145389841091418,10
874,8609,0.910060549700685,37,0.7976250555763161,10
875,8611,0.8907219476550238,33,0.798519606549176,12
876,8613,0.8089976126382781,34,0.7275856840535084,12
877,8614,0.8828208691255011,48,0.7704838016627862,27
878,8615,0.8766758488621307,33,0.7709424809636861,13
879,8616,0.8444469802996295,33,0.7280322607160974,9
880,8618,0.8541330660440409,33,0.7813010270396066,12
881,8619,0.8930549005887366,34,0.7858191379875978,9
882,8621,0.874795564912203,56,0.780854881459037,9
883,8622,0.8290318427123291,31,0.7520767516632565,12
884,8623,0.8764000450794575,36,0.7718469100330432,11
885,8624,0.8922556882966872,34,0.7976845808060715,14
886,8625,0.8617471593332611,86,0.7818101281788601,18
887,8628,0.8487631386949848,33,0.7759965443983246,13
888,8629,0.8615972438210577,31,0.7896566892202787,10
889,8630,0.8736147283480926,33,0.7873227804829956,11
890,8631,0.8005596312924483,85,0.7722564893596401,18
891,8632,0.8090803616833938,33,0.7580383804769985,12
892,8633,0.9114990658555574,34,0.8226455488681934,11
893,8635,0.8685632560858645,33,0.7785806177387712,14
894,8636,0.8853641756954878,33,0.7866301955671231,12
895,8637,0.9074965359559024,33,0.774146637086052,11
896,8638,0.8818122990336655,32,0.7848079971340797,9
897,8640,0.8488337704916753,34,0.7685893957443817,16
898,8641,0.8822144206628232,33,0.7909259609372901,11
899,8642,0.7842219105772819,34,0.704192400110879,11
900,8643,0.8619473766619443,33,0.7499347038621191,14
901,8644,0.8872480078598156,33,0.769928304209379,12
902,8646,0.8028232978429537,32,0.7149553916158515,10
903,8647,0.8622829007144872,34,0.7736391420740901,10
904,8648,0.8073743975597464,33,0.729647516560755,12
905,8649,0.9046064266213726,35,0.829913586804086,10
906,8650,0.8354024451758326,32,0.7583840930854148,16
907,8652,0.8431919087412448,65,0.7463617971267452,12
908,8653,0.7658282728094579,38,0.7225436041600894,10
909,8654,0.8953701082407495,32,0.7986526736954462,13
910,8655,0.8592941888198488,34,0.7703186465570684,10
911,8657,0.8594516517060412,57,0.7693321998038016,17
912,8658,0.9085796527040719,37,0.7983247292016951,13
913,8659,0.8515604922289406,33,0.7457760557177419,11
914,8660,0.8871163745360858,55,0.784106684683958,10
915,8661,0.8617807222721916,33,0.7343734274237942,10
916,8663,0.8982034878032281,32,0.793916391987376,12
917,8664,0.794439518166832,33,0.7433146992816948,10
918,8665,0.8747481595040673,34,0.7941984027249196,15
919,8667,0.87714034607068,32,0.7745359176235946,11
920,8668,0.8436761844698191,33,0.7515338813067561,10
921,8669,0.844358197167542,32,0.7395152275052359,12
922,8670,0.8619507400798125,33,0.8045335914775487,12
923,8671,0.8789324288715141,33,0.797381197511406,13
924,8672,0.8640618642881176,34,0.7995690013548002,10
925,8673,0.8297496374242574,34,0.7505525599433698,11
926,8674,0.7925425554387608,48,0.7409978147624101,17
927,8676,0.7525276949307933,33,0.6834243647348642,20
928,8677,0.8106793823500655,51,0.7659122950030238,9
929,8678,0.8783707426707072,33,0.7974672695267981,14
930,8679,0.8860603133769356,34,0.7736661381741106,13
931,8680,0.9123938394031652,34,0.7913143070905327,14
932,8683,0.8710079755070318,39,0.7697109201549681,16
933,8684,0.8950401870966138,33,0.7860238196422416,12
934,8685,0.8336617020063433,34,0.7506584612446185,13
935,8687,0.8397795295515161,34,0.7291508110639633,14
936,8689,0.864275516646458,34,0.7803967781306158,10
937,8691,0.9063269692670678,32,0.8205461013582012,11
938,8692,0.8720033812208666,33,0.8090697090522171,23
939,8693,0.7623461659287369,33,0.7177703521523673,12
940,8694,0.7825085964253279,34,0.733521704822139,18
941,8695,0.8487530770874696,48,0.7887355937187719,14
942,8696,0.8633802753824472,39,0.788085149272104,10
943,8698,0.8906535926505701,33,0.7946411176822884,10
944,8700,0.8857097511062596,33,0.8016829404092956,16
945,8701,0.7962658684784999,48,0.7440527874648892,14
946,8702,0.8878504712789522,33,0.7949541183062081,11
947,8704,0.8372968082188822,36,0.7511648707569742,9
948,8705,0.8758942626351083,33,0.8211548955399381,11
949,8708,0.8693627316055692,32,0.801322015974592,11
950,8709,0.8823372718516858,34,0.7972873041530348,10
951,8710,0.8578359649945693,64,0.8038817886939973,34
952,8711,0.8854356570270503,33,0.8118405755472848,9
953,8713,0.8943900363018799,64,0.8327316508370466,11
954,8714,0.8669772518313852,32,0.7888028098001568,9
955,8717,0.8521201518669024,33,0.7617514394384675,19
956,8718,0.9068593296482612,34,0.8220337846063794,9
957,8719,0.8366389719034633,34,0.7468071447935224,14
958,8720,0.891742014840102,35,0.8224184435210022,12
959,8722,0.8799414485094581,33,0.7742929317136984,10
960,8723,0.8869353322588989,33,0.8013239774048688,14
961,8724,0.8366615659577887,32,0.7988213493724299,15
962,8725,0.8538966879559079,33,0.7670880012871253,13
963,8726,0.8909738231333384,33,0.799466227928366,15
964,8727,0.8622764164860391,50,0.7830605366221643,13
965,8729,0.8199620525294327,48,0.765401007763454,14
966,8730,0.8680842117531082,45,0.7795799543874101,10
967,8731,0.8398124613324067,34,0.763356302911282,10
968,8732,0.8692280342476916,34,0.751425653400257,11
969,8733,0.8140328732226914,35,0.7456147628203803,10
970,8734,0.8195498854417225,41,0.7512564116624993,10
971,8735,0.8887084894836814,33,0.7785354170313818,13
972,8736,0.8440382653083052,34,0.7679361294466307,13
973,8738,0.8906289274753753,34,0.8017723918401969,11
974,8739,0.8419555628861879,33,0.7294223378360386,13
975,8740,0.8886091909010193,31,0.8207773010559133,10
976,8741,0.8789460450776181,33,0.76235954276886,17
977,8742,0.8284360075595225,34,0.740043190470046,15
978,8743,0.8531947122688732,33,0.7728420893265713,11
979,8744,0.8699577543201271,35,0.7616647699538646,12
980,8746,0.8748920825290201,33,0.7866855495824282,10
981,8748,0.8419630802082709,43,0.7645224099044093,10
982,8749,0.8669212247136167,33,0.7591932772411032,14
983,8750,0.8779475302091625,34,0.7830699721213501,11
984,8751,0.8530794999648823,34,0.7546414872271123,10
985,8752,0.844854512537965,34,0.81109605785414,10
986,8753,0.888723079356114,34,0.8140324350883792,10
987,8754,0.8878340231631197,33,0.8174410722832656,12
988,8755,0.8703788974189662,88,0.7752787458248166,39
989,8756,0.9194698569404142,32,0.8328059363627027,10
990,8757,0.8935820861650583,33,0.8078853896450955,12
991,8758,0.819818101543702,33,0.717601998267918,14
992,8759,0.8778218716219832,32,0.8023632070318939,9
993,8760,0.8497657895323901,33,0.7664900682953151,12
994,8762,0.8233260814209313,31,0.7465163328874918,10
995,8763,0.719409792567144,33,0.7096389929489899,15
996,8764,0.8742337765742951,34,0.7765369208998856,14
997,8765,0.7578546252879057,34,0.7175935269607427,15
998,8766,0.80635327672626,32,0.7582054865827812,10
999,8768,0.8342288617177773,33,0.7661871915667156,13
1000,8770,0.8829002680264114,32,0.7799089963993566,16
1001,8771,0.8960077279748022,40,0.8006722705220078,11
1002,8772,0.8601374609664703,33,0.763836992301961,14
1003,8774,0.8397153033270626,49,0.7679564893955605,14
1004,8775,0.8652656346038418,32,0.7799222724953885,12
1005,8776,0.8490297520882097,33,0.7653044546685012,11
1006,8778,0.8395949066534909,34,0.7861816651739226,10
1007,8779,0.8628442066455633,36,0.7773887106268371,12
1008,8780,0.8657061972178126,32,0.7793967160641635,10
1009,8781,0.8389354876813457,56,0.763637804218135,13
1010,8782,0.831916392274425,32,0.7672417139667655,12
1011,8783,0.8796857250805209,33,0.8407727903290606,11
1012,8784,0.8484808198190065,34,0.7412267055306597,16
1013,8785,0.7582289606371488,33,0.7009591893543401,13
1014,8786,0.8753314870729176,35,0.7956407766405122,12
1015,8788,0.8767267691818426,32,0.779233814138323,16
1016,8789,0.8839310181177402,32,0.7909066229186859,12
1017,8790,0.870329181985539,34,0.7791798677754114,11
1018,8791,0.8860375732299951,31,0.7863180479357221,14
1019,8792,0.8094068370200047,33,0.7632156006906146,14
1020,8794,0.8611626913518826,33,0.7800967490170365,11
1021,8795,0.8688857223937384,41,0.7524945941075746,10
1022,8796,0.8915852134273,32,0.8078684775211398,11
1023,8797,0.8920687177227017,57,0.8016673857555092,10
1024,8799,0.8710053671512716,34,0.8044453213672927,9
1025,8800,0.8344675158288914,34,0.7801440910681401,10
1026,8802,0.8903499670808547,33,0.7968656491907127,10
1027,8803,0.8960424838680727,32,0.7885743911189598,12
1028,8804,0.8857669948708731,33,0.8025891589428028,19
1029,8805,0.8382380338122883,32,0.7640650347436237,21
1030,8806,0.8646310003181767,33,0.7637284921276056,20
1031,8807,0.8638717451142757,33,0.7842390521795537,9
1032,8808,0.8267419166835336,34,0.7468569399209761,15
1033,8810,0.8467418901710659,38,0.7632465077446955,10
1034,8811,0.8474399268735969,33,0.7427301132542276,16
1035,8813,0.7713320481391723,33,0.7599985954402603,12
1036,8814,0.8659404199746314,34,0.7859078137290032,11
1037,8815,0.9002727958969667,32,0.8167047385965065,10
1038,8816,0.8667946887097113,34,0.7822651599690398,14
